Number,Year Erected,Marker Name,Marker Text,Civil War Site?,Location,Latitude,Longitude,Mapped Location
212,2020,Betty Chiles Nixon,"Betty Nixon was a trailblazing woman in Nashville politics, an ardent preservationist, and a relentless advocate for the city’s people and neighborhoods. She served on the Metro Council from 1975 to 1987, was the first woman to chair its Budget and Finance Committee, and ran for mayor in 1987 and 1991. Nixon and her first husband, U.S. District Judge John T. Nixon, purchased this 1925 Colonial Revival house in 1971. It was the setting for her campaigns and community activism.",,1607 18th Ave S,36.138605,-86.796716,POINT (-86.796716 36.138605)
191,2019,Elizabeth Atchison Eakin 1858-1936,"Elizabeth Rhodes Atchison, born in Nashville on Feb. 26, 1858, married prominent banker John H. Eakin in 1882. Active in many civic causes, in 1917 she became the first woman to join the Nashville City School Board. After her death in 1936, a new school on Fairfax Ave., built with funds from the Works Progress Administration (WPA), was named in her honor. In 2006, Eakin School moved to the adjacent Cavert School. The Eakin Building became the Martin Center for teacher training.",,2500 Fairfax Avenue,36.134841,-86.807297,POINT (-86.807297 36.134841)
238,2021,Racial Terror Lynchings in America,"Thousands of African American men, women, and children were the victims of lynching and racial terror violence in the United States in the century following the end of the Civil War.  As the federal protection of the Reconstruction era ended, African Americans seeking equal rights suffered violent abuse and resistance from white supremacists, leading to decades of political, social and economic exploitation.  Jim Crow laws and threats of violence were used not only to deny African Americans their rights, but also to punish those who disobeyed the racial hierarchy.  Lynchings became the most public and notorious form of racial terrorism, intended to intimidate African Americans and enforce racial segregation.  These lynchings took place across the country and were perpetrated by people with no connection to one another, yet these rituals often included many of the same elements including abductions by a large mob (often from police custody), returning the victim to the scene of the alleged crime, stripping the victim to further inflict humiliation, and torture or mutilation.  Many of the names of lynching victims were not recorded and remain unknown, but over 200 documented lynchings took place in Tennessee alone, at least six having taken place in Davidson County.",,7236 Old Burkitt Road,35.992527,-86.68273,POINT (-86.68273 35.992527)
68,1976,Edmondson Home Site,"Will Edmondson, born about 1883 of former slave parents in the Hillsboro area of Davidson County, worked as a railroad and hospital laborer until 1931, when he began his primitive limestone carvings. Working without formal training, he produced some remarkable sculptures which won high praise in exhibits across the nation. He died in 1951.",,"Fourteenth Avenue South, north of Wade Avenue",36.137383,-86.790549,POINT (-86.790549 36.137383)
185,2019,Patsy Cline's Dream House,"This is the “dream house” of country music icon Patsy Cline, born Virginia Patterson Hensley in 1932. Roy Acuff offered her a job by the age of 16, but she opted to sing with a local group back home in Winchester, Va. She changed her name in 1953 and debuted on the Grand Ole Opry in 1955. She got her big break in 1957 singing “Walkin’ After Midnight” on Arthur Godfrey’s Talent Scouts. In 1973, she became the first female solo artist inducted into the Country Music Hall of Fame.",,815 Nella Drive,36.281195,-86.736146,POINT (-86.736146 36.281195)
40,1971,James Carroll Napier,"James C. Napier (1845-1940), Nashville Negro lawyer, educator, member of the city council, delegate to four Republican conventions, Register of U.S. Treasury, 1911-1915, was a trustee of Fisk, Howard, and Meharry, advocate of the public schools, and founder of the One-cent Savings Bank, later the Citizens Savings Bank and Trust Co.",,corner of Lafayette Street and Claiborne Street,36.148378,-86.761184,POINT (-86.761184 36.148378)
107,2001,Mount Pisgah Community,"In 1867, Jane Watson deeded land to several African-American families, many of them her former slaves. First called Watson Town, the community became known as Mt. Pisgah by 1871. The Methodist Episcopal Church North organized a church here in 1866 and bought an acre of land from William Holt in 1869 for a church and school building. The second church building, used 1916-1976, stood along the Owen & Winstead Pike, now Edmondson Pike.",,6245 Mount Pisgah Road (sign is located on Edmondson Pike side of the church),36.022362,-86.742623,POINT (-86.742623 36.022362)
170,2018,Eastland,"The Eastwood area, a suburb originally named Eastland in 1901, was laid out as the Brownsville plan in 1855, the land carved from the Weakley tract. Their c.1855 house remains at the northeast corner of Chapel and Greenwood.  Eastland Avenue, previously Vaughn’s Pike, was named for and led to a 19th century farm near the river. The old Eastland School, now Eastland Park, was acquired in 1953 by the Park Board and functioned as a community center until the building was demolished.",,1921 Greenwood Avenue,36.189347,-86.735033,POINT (-86.735033 36.189347)
217,2020,Bradley Studio Hillsboro Village,"Owen and Harold Bradley built and operated a one-story, concrete block recording studio on this site from 1953-55. “Queen of Country Music” Kitty Wells, bluegrass legends Bill Monroe and the Stanley Brothers, and popular vocalist Pat Boone—making his studio debut—were among the artists who recorded in the small studio behind this Hillsboro Village storefront. The structure later served as a school supply store and a ceramics studio. The buildings were demolished in 2014.",,1805 21st Avenue South,36.136155,-86.801139,POINT (-86.801139 36.136155)
225,2020,"Wdad Radio Station ""where Dollars Are Doubled""","Prior to the Berger Building, Nashville’s first commercial radio station WDAD operated at this site above Dad’s Radio Supply Store. Launched in Sept. 1925, WDAD was Nashville’s first studio to broadcast country and blues music nationwide with artists such as Humphrey Bate, Uncle Dave Macon, DeFord Bailey and Bessie Smith. WDAD’s old-time fiddle contests inspired rival station WSM to create the Grand Ole Opry. Due to street widening, WDAD relocated and became WLAC in 1926.",,164 Rosa L. Parks Boulevard,36.16085,-86.783304,POINT (-86.783304 36.16085)
233,2021,Battle of Nashville Attack by U.s. Colored Troops on the Confederate Right Flank,"After defeating the Confederate army at Franklin, Union troops under Gen. John Schofield returned to Nashville. Confederate troops under Gen. John Bell Hood followed, and spent 2 weeks preparing to assault the capital. The Confederate line was anchored by Granbury’s Lunette, an earthworks fortification with 4 artillery pieces and 344 men under the command of Gen. Benjamin Cheatham. Early on Dec. 15, 1864, three brigades under Maj. Gen. James Steedman attacked the lunette.

Two brigades were U.S. Colored troops under Cols. Thomas Morgan and Charles Thompson—the 12th, 13th, 14th, 16th, 17th, 18th, 44th and 100th regiments. These untested troops were sent to engage the Confederate right flank, preventing them from joining the main attack on the left flank the next day. This attack was largely unsuccessful, as the lunette was more fortified than expected. Some regiments were unable to reach the lunette. Those that did experienced heavy losses.",X,190 Polk Avenue,36.132548,-86.749393,POINT (-86.749393 36.132548)
31,1970,First Airfield,"E. L. Hampton’s pasture became “Hampton Field” when transient airplanes began landing here during the first World War. About 2,000 feet long from here west, bonded north and south by Golf Club Lane and Woodmont Boulevard, it continued in use as Nashville’s first airfield about five years until the opening of Blackwood Field in 1921.",,2305 Hampton Avenue,36.116717,-86.817237,POINT (-86.817237 36.116717)
194,2019,Marathon Motor Works,"This Italianate-style 1881 factory first housed the Nashville Cotton Mills, which built the middle section c. 1885. It became Phoenix Cotton Mills in 1894. In 1910 Southern Motor Works of Jackson, Tenn. moved in, becoming Marathon Motor Works in 1911. The final portion of the plant and an elegant office and showroom across Clinton St. were built in 1912. Marathon made vehicles in Jackson (1907-1910) and here (1910-1914). It operated as a parts and service business until 1918.

In 1906, William H. Collier, engineer at Southern Engine and Boiler Works in Jackson, Tenn. designed the “Southern” car, renamed “Marathon” after a 1909 contest. Marathon Motor Works’ roadsters, touring cars, coupes, limousines, and trucks were sold worldwide with four-cyl. engines ranging from 20-45 hp. The “Marathon” was the first car entirely manufactured in the South. In 1986, Barry L. Walker began redeveloping the complex into a creative community called Marathon Village.",,1200 Clinton Street,36.164514,-86.795973,POINT (-86.795973 36.164514)
71,1980,Disciples of Christ Historical Society,"Library and archives of the 19th c. American religious unity movement which became: the Christian Church (Disciples of Christ); Christian Churches; and Churches of Christ. Located here, 1958, in the Thomas W. Phillips Memorial. Architects: Hoffman & Crumpton; Hart, Freeland & Roberts. Sculptor: Puryear Mims. Stained glass artist: Gus Baker.",,1101 Nineteenth Avenue South,36.14564,-86.797335,POINT (-86.797335 36.14564)
220,2020,Nashville Plan Schools/hattie Cotton,"In Brown v. Topeka (1954) and Brown II (1955) the U.S. Supreme Court ordered public schools nationwide to end racial segregation “with all deliberate speed.” Nashville failed to comply, resulting in the Kelley v. Board of Education case (1955) and the 1957 enactment of a grade-per-year plan starting at the first grade. In 1963, the Maxwell v. Davidson County (1960) case was merged with the Kelley case. In 1998, the court deemed the Metro school system to be desegregated.

Named for beloved Nashville educator Hattie R. Cotton (1859-1926), the original Hattie Cotton Elementary School was built in 1950 to serve the white population west of Gallatin Pike.  Local architects Marr and Holman designed the modern building.  On Sept. 9, 1957, the school was desegregated by an African American first grader.  At 12:33 a.m. Sept. 10, the school was dynamited and sustained extensive damage.  It re-opened within a week.  The bombing culprits remain unidentified.",,1033 West Greenwood Avenue,36.191213,-86.747948,POINT (-86.747948 36.191213)
113,2003,Tolbert Fanning 1810-1874,"In 1844, noted educator, evangelist, and agriculturalist Tolbert Fanning started Franklin College, a liberal arts school near this site where boys farmed to cover tuition. In 1855 he co-founded the Gospel Advocate, a religious journal. Fanning’s wife, Charlotte Fall, began Fanning Orphan School for girls here in 1884. Their aim was to put education within the “reach of every youth.”",,Briley Parkway and Vultee Boulevard,36.124368,-86.696267,POINT (-86.696267 36.124368)
34,1970,Hillsboro Toll Gate No. 1,"Ten yds. north stood toll gate and toll gate house erected by Nashville and Hillsboro Turnpike Co., Incorporated in 1848.  Charges to travel macadamized road could not exceed: horse or mule, 3 cents; 10 sheep, 20 cents; 20 meat cattle, 25 cents; carriage drawn by pair of horses or mules, 25 cents.  Toll removed in 1903.  Toll gate house, enlarged, stands 20 yds. northwest.",,Lawn of fire department near Hillsboro Road and Blair Boulevard,36.129602,-86.802431,POINT (-86.802431 36.129602)
128,2008,Dutchman’s Curve Train Wreck,"The deadliest train wreck in U.S. history occurred on July 9, 1918, when two crowded trains collided head-on at Dutchman’s Curve. The impact caused passenger cars to derail into surrounding cornfields, and fires broke out throughout the wreckage. Over 100 died, including many African-American workers journeying to work at the munitions plant near Old Hickory.",,White Bridge Pike at Richland Creek Greenway Trailhead,36.12713,-86.85044,POINT (-86.85044 36.12713)
35,1970,"William Walker ""grey-eyed Man of Destiny""","Born May 8, 1824, Walker moved to this site from 6th Ave. N. in 1840. In early life he was doctor, lawyer, & journalist. He invaded Mexico in 1853 with 46 men & proclaimed himself Pres., Republic of Lower Calif. Led force into Nicaragua in 1855; was elected its Pres. in 1856. In attempt to wage war on Honduras was captured & executed Sept. 12, 1860.",,Commerce Street at Fourth Avenue North,36.162407,-86.778053,POINT (-86.778053 36.162407)
153,2013,Cockrill School,"Through the efforts of Mark Sterling Cockrill and Lemuel Davis, a school serving West Nashville children in grades 1-8 opened near here in 1888. High school grades were soon added and the school became West Nashville High School. Following annexation, the school was renamed Cockrill School in 1907. The Public Works Administration constructed the current building at this location, the former Clifton Park. Designed by Marr and Holman, this building opened in 1940.",,610 49th Avenue North,36.154561,-86.846068,POINT (-86.846068 36.154561)
97,1996,Radnor College,"Two blocks west, on the hill, stood Radnor, a college for young women. Founded by A.N. Eshman in 1906, it gained national attention for its complimentary educational tours for students. After the school closed in 1914, a printing plant on campus served until 1924 as the Cumberland Presbyterian Publishing House. In 1921, a spectacular fire claimed the college’s main building.",,Corner of Nolensville Road and McClellan Street,36.101412,-86.740459,POINT (-86.740459 36.101412)
234,2021,St. Ann Catholic Church and School,"St. Ann Catholic Church and School opened here in 1921. Two Sisters of Charity first welcomed West Nashville Catholics at gatherings held above a nearby hardware store in 1917. This informal gathering became St. Peter’s Mission, thanks to support of the Diocese of Nashville and the Church of the Assumption. In May 1921, the Diocese acquired this site, the Byrd-Douglas or Thomasson home. St. Ann School is the oldest Diocesan school still operating in the City of Nashville.",,5105 Charlotte Avenue,36.151849,-86.848834,POINT (-86.848834 36.151849)
178,2018,Rev. William Gower (1776-1851),"On April 24, 1780, William Gower, age 3½, arrived with his family at the Bluffs settlements, now Nashville. In 1800 he settled near Overall Creek and in 1802 married Charlotte Garland. They had fifteen children, many of whom became prominent community leaders. A Methodist minister for over a half century, William founded Gower’s Chapel on his own farmland. Gower Cemetery was established in 1816, with the burial of William’s mother, Obedience Blakeley Gower.",,6809 Gower Road,36.126892,-86.932021,POINT (-86.932021 36.126892)
154,2013,North Nashville High School,"Located 1100 Clay Street, North Nashville High School opened in 1940. Designed by Hart and Russell, the building was constructed with funding from the Public Works Administration, and featured carved stone panels by sculptor Puryear Mims. The first class graduated in 1941. Four principals served North High: J.H. Noel, W.J. Mullins, L.L. Carnes, and R.W. Elliot. The final commencement was held June 8, 1978. North High was demolished in 1987.",,1000 Cass Street,36.186379,-86.805722,POINT (-86.805722 36.186379)
208,2019,Antioch High School,"Antioch High School opened here in the fall of 1933, after community members from Antioch, Cane Ridge and Mims (Bakertown) signed petitions to the Board of Education urging them to choose Antioch, not Una, as the school location. Previously the school had been on Antioch Pike near Mill Creek. A wing for the elementary school was added in 1951, with another wing added in 1958. This building became Antioch Middle in 1997, when the high school moved to a new location on Hobson Pike.",,5050 Blue Hole Road,,,
143,2011,J. W. Price Fire Hall,"Constructed in 1892 for Hose Company #1, this building is one of the earliest extant fire halls in Nashville. The upstairs housed firefighters while the lower floor stabled the company’s two horses. R. C. Burk served as the first Captain. The fire hall was renamed for J.W. Price, a local businessman, c1910. In 1993, the building reopened as a branch of the Nashville Public Library, and is named for State Legislators Charles and Mary Pruitt.",,117 Charles E. Davis Boulevard,36.151752,-86.762035,POINT (-86.762035 36.151752)
45,1971,Belle Vue,"The original log part of this house was built about 1818 by Abram DeMoss and named Belle Vue for the house his father, Lewis DeMoss, built in 1797 overlooking the Harpeth River a mile southwest.  In time the name was given to the Nashville & Northwestern Railroad depot and to the U.S. Post Office.  Thus the Bellevue community owes its name to this historic site.",,7306 Old Harding Road,36.066431,-86.936335,POINT (-86.936335 36.066431)
172,2018,"Odom's Tennessee Pride Sausage, Inc.","In 1943, with a $1000 loan from a friend, Douglas G. Odom, Sr., his wife Louise, and their children—Doug Jr., Richard, Judy, and June—started a four-hog a day sausage business. Before selling the company in 2012, the three generation family-owned business was one of the largest independent sausage manufacturers in America. The iconic farmboy and slogan, ""Take Home a Package of Tennessee Pride,"" were regular features on Grand Ole Opry television broadcasts starting in 1956.",,1145 Neely's Bend Road,36.24461,-86.678367,POINT (-86.678367 36.24461)
62,1976,Newsom’s Mill,"The original Newsom’s Mill was located upstream & was destroyed by flood in 1808. Joseph M. Newsom constructed this turbine-powered gristmill in 1862 of hand-dressed limestone cut from Newsom’s quarry, a mile south. Newsom’s stone is found in many important buildings in the city of Nashville.",,"Charlotte Pike (Hwy 70), between Buffalo Road and Huntwick",36.091712,-86.986532,POINT (-86.986532 36.091712)
170,2018,"Cora Howe's ""wildings""","This house, built from Sewanee stone, was the home of Cora Howe, who created a bucolic, English-style garden here in the early 1920s. Known as “Wildings,” her garden contained over 300 plant types, many of them native species, and a rare, thatched-roof tool house. Mrs. Howe was wholly dedicated to the unique garden estate, and opened it to the community for nearly 40 years. After her death in 1968, the gardens were transplanted to Cheekwood.",,1921 Greenwood Avenue,36.189347,-86.735033,POINT (-86.735033 36.189347)
64,1976,Adolphus Heiman 1809-1862,"Born in Potsdam, Prussia. Came to Nashville 1838. Lived in home on this site. Architect, Engineer & Builder. Designed Univ. of Nash. Main Bldg.; Central State Hosp. Main Bldg.; Suspension Bridge over Cumberland River. Masonic Leader; Adj. U.S. Army Mexican War; Col. 10th Tenn. Inf. Reg. C.S.A. Civil War. Buried in Confederate Circle Mount Olivet Cemetery.",,corner of Jefferson Street and 9th Avenue North,36.173052,-86.792403,POINT (-86.792403 36.173052)
16,1969,Belmont Mansion,"This mansion was built in 1853 as a summer home for Joseph and Adelicia Acklen. An 1860 addition by architect Adolphus Heiman expanded the mansion's size to 36 rooms. The entrance to the 177 acre estate, which featured gardens decorated with marble statues and cst iron gazebos, was on Hillsboro Pike. Also on the grounds were greenhouses, a water tower, bowling alley, zoo, art gallery and deer park.",,Belmont Campus in front of the mansion,36.135298,-86.794819,POINT (-86.794819 36.135298)
211,2019,Loveless Cafe,"In 1951, Lon and Annie Loveless began serving fried chicken, biscuits and jams at picnic tables to hungry travelers from Highway 100, then the main road between Nashville and Memphis. They soon converted their 4-room home into a restaurant, added the 14-room Loveless Motel, a smokehouse and the iconic neon sign. Known for scratch-made Southern meals using recipes passed down by Lon and Annie, The Loveless Cafe remains a staple that welcomes over half a million guests each year.",,8400 TN-100,36.034845,-86.972186,POINT (-86.972186 36.034845)
70,1978,United Nations Visit to Nashville,"On June 7, 1976, 101 permanent representatives of the United Nations made a historic and unprecedented group visit to Nashville at the invitation of Tennessee Governor Ray Blanton and Nashville Mayor Richard Fulton. During the visit, the United Nations representatives attended a forum at nearby Vanberbilt University, a special Tennessee luncheon in Centennial Park, and a special performance of the Grand Ole Opry. United Nations Secretary-General Kurt Waldheim was presented the Cordell Hull Peace Award by the State of Tennessee and Vanderbilt University during the visit.",,"Centennial Park, front lawn of Parthenon",36.148817,-86.8119,POINT (-86.8119 36.148817)
200,2019,Girl Scouts of Middle Tenneesee,"In 1917, five years after Girl Scouts was founded in Savannah, Ga., the first troops were formed in Nashville. By 1927 there were enough troops and community support to join the national organization as the Nashville Girl Scouts Council. The first headquarters was built in 1964 at 830 Kirkwood Ave. and moved to Granny White Pike in 1991. Now called Girl Scouts of Middle Tenn., they still strive to build girls of courage, confidence and character who make the world a better place.",,4522 Granny White Pike,36.089473,-86.802738,POINT (-86.802738 36.089473)
110,2002,Old Hickory Triangle,"This intersection, known as “The Triangle,” served as the commercial core of Old Hickory from the 1920s through the 1940s. A variety of shops were located here, including a grocery, bank, general store, barber shop, restaurants, and doctors’ offices, as well as the bus station and YMCA. The Public Works Administration built the Colonial Revival Post Office in 1934-35.",,"Old Hickory Village Triangle, formed by Old Hickory Boulevard, Donelson Avenue, and Bryan Street",36.264224,-86.65009,POINT (-86.65009 36.264224)
75,1981,"""western Harmony""","Music publishing in Nashville began in 1824 when “The Western Harmony” was published by Allen D. Carden and Samuel J. Rogers. A book of hymns and instruction for singing, it was printed by Carey A. Harris on the press of his newspaper, the Nashville Republican, on College Street (now Third Avenue) in this vicinity.",,Third Avenue North and James Robertson Parkway,36.166941,-86.77962,POINT (-86.77962 36.166941)
33,1970,Mcconnell Field,"In 1927 the City bought 131 acres from Warren Sloan and made this the Nashville airport, named for Lieut. Brower McConnell, Tennessee National Guard pilot who died that year in an air crash. The hangars were 50 yards east. Aircraft outgrew the field in the 1930s and moved to Sky Harbor and Berry Field. The Park Board began the golf course in 1939.",,"Murphy Road, by the club house in McCabe Park",36.14117,-86.841381,POINT (-86.841381 36.14117)
231,2021,Jesse Shelton Demoss 1819-1895,"Jesse Shelton DeMoss was the grandson of Bellevue co-founder James DeMoss and the son of prosperous farmer Thomas DeMoss, of the Davidson County 14th District. Between 1866 and 1870, Jesse moved with his family from the 14th to the 12th District. In 1868, following his wife Delilah’s death, he established the family cemetery. Jesse, his sons and his grandsons were farmers along River Road for 90 years. From 1800 until 1957, the DeMoss family operated farms in the Bellevue area.",,6999 River Road Pike,36.136298,-86.934282,POINT (-86.934282 36.136298)
182,2018,Nettie Napier Day Home Club,"Nettie Langston Napier had a Day Home Club on this site by 1907. It provided childcare, meals, education and healthcare for the children of poor, working African American mothers. Napier appointed a vice president for each of the city’s wards, each responsible for soliciting funds and donations. The wife of prominent banker, lawyer and public figure James C. Napier, Nettie Langston Napier was a talented musician, avid social activist and member of the women’s club movement.",,6144th Ave S,36.154218,-86.772692,POINT (-86.772692 36.154218)
245,2022,United Record Pressing,"Bullet Records began in 1946 as one of Nashville’s first independent record labels. Bullet Plastics opened in 1947, pressing records for the label. The ownership and name changed in the 1950s to Southern Plastics, and the company moved from Broadway to Franklin Road. In 1963, it moved to a larger facility on Chestnut Street that pressed 1 million records per month, including all of Motown’s singles. The company became United Record Pressing in the 1970s.

African American artists and music executives who could not find accommodations in Jim Crow-era Nashville stayed in a rear apartment called the “Motown Suite” or “United Hilton.” Notable guests included Berry Gordy Jr., Smokey Robinson and the Supremes. In the 1990s United Record began manufacturing 10- and 12-inch records. In 2008 a distribution division was added and in 2010 a record label—453 Music—was launched. The company moved to a larger facility on Allied Drive in 2017.",,453 Chestnut Street,,,
165,2018,Locust Hill,"Located near Mill Creek, Locust Hill is one of the earliest brick homes in Middle Tennessee. Built c. 1805, it was home to the Charles Hays family until after the Civil War. The Federal-style house features intricately carved mantles and millwork, and impressive faux-wood graining techniques. It was listed in the National Register of Historic Places in 1974.",,834 Reeves Road,36.064989,-86.671836,POINT (-86.671836 36.064989)
36,1970,Nashville Fire Department,"The city’s first fire-fighting force of volunteers was formed in May 1807. The first paid Dept. was organized on July 29, 1860, with J.S. Dashiell as chief. Three horse-drawn steam engines were bought. A telegraph alarm was installed in 1875. Chief A.A. Rozetta used the first auto Nov. 21, 1910. First gasoline driven engines were used Sept. 1912.",,Hermitage Avenue and Middleton Street,36.155789,-86.766979,POINT (-86.766979 36.155789)
168,2018,May-granbery House and Alford Cemetery,"Revolutionary War Pvt. John Alford built a two-room house on this land c. 1810, expanding it in 1812 and 1820. The Alford cemetery retains three markers that were placed as early as 1822. The c.1830 brick two-story Federal dwelling was home to James F. May, grandson of Knoxville founder Gen. James White. May purchased the land in 1837 and resided here until his death. James T. Granbery inherited and restored the house in 1939, and established Seven Springs Farm on the estate.",,621 Hill Road,36.047802,-86.754991,POINT (-86.754991 36.047802)
52,1975,Major Wilbur Fisk Foster 1834-1922,"Chief Engr. Army of Tenn. C. S. A.; Construction Engineer on first R.R. Bridge in Nashville; City Engineer of Nashville and member of American Society of Civil Engineers; Director of Works at the Tennessee Centennial Exposition & Co-Founder of Foster & Creighton Co.; Elder, First Presbyterian Church; 33rd Degree Scottish Rite Mason.",,Centennial Park by Lake Wautauga,36.150613,-86.811832,POINT (-86.811832 36.150613)
188,2019,May Hosiery Mills,"In 1897, Jacob May and his family moved to Nashville and opened the Rock City Hosiery Mill. May obtained a contract to use convict labor for his mill, located inside the state penitentiary on Church Street. In 1908, May incorporated the company under a new name—May Hosiery Mills—and opened a new location next to the Louisville & Nashville railroad terminal on Brown St. in South Nashville. Jacob ran the mill with the help of his sons, Mortimer and Dan, until his death in 1946. 

In the early 20th century, the mill was among the largest employers in Nashville. It employed many Jewish refugees the May family helped flee Nazi Germany in the 1930s. For much of the mill’s 88 years, its hundreds of employees, mostly women, manufactured a million socks a week. The factory supplied major department stores nationwide and made the socks worn by the NASA Apollo 11 crew. The mill ceased operations in 1985 and has since served as space for artists and businesses.",,429 Chestnut Street,36.143634,-86.769339,POINT (-86.769339 36.143634)
139,2016,The Nashville Brewery,"The Nashville Brewery was founded by Jacob Stiefel on this location in 1859. After the Civil War, the brewery had various owners until it was rebuilt by Christian Moerlein and William Gerst in 1890. Renamed the William Gerst Brewing Co in 1893, it brewed until the start of Prohibition. William Gerst died in 1933, the year Prohibition ended, but his four sons resumed operation using the popular “Brewed in Dixie” slogan. The brewery closed in 1954 due to national competition.",,810 Sixth Avenue South near Mulberry Street,36.150148,-86.77345,POINT (-86.77345 36.150148)
25,1970,Transfer Station Site,"Site of electric street railway transfer station 1902-1940. Electric streetcar service began formally on April 30, 1889 replacing mule-drawn streetcars which had served the city since 1866. Final run for the electric streetcars was February 2, 1941 on Radnor line. Operation of bus system began Aug. 4, 1940 on Hillsboro-Sunset line",,Near corner of 3rd Avenue and Deaderick Street,36.166454,-86.779287,POINT (-86.779287 36.166454)
167,2018,"Dorothy Lavinia Brown, M.d. (1919-2004)","Dorothy Brown was born in 1919 in Philadelphia, Penn. She attended Meharry Medical College and studied under Dr. Matthew Walker, Sr., who admitted her as the first black woman to the surgery program. She was the first female African-American surgeon in the South, and the first to be made a Fellow of the American College of Surgeons. She was chief of surgery at Riverside Hospital from 1957-1983. In 1966, she became the first African-American woman to serve in the Tenn. Gen. Assembly.",,800 Youngs Lane,36.204404,-86.795895,POINT (-86.795895 36.204404)
190,2019,Hell's Half Acre,"North and west of the State Capitol was an area city reformers called “Hell’s Half Acre.” Home to immigrants and free and enslaved Blacks, it was a part of a red-light district before, during and after the Civil War. Line St. (now Jo Johnston Ave.) included brothels, bars and secret gambling houses, but the area was also home to a rich African-American culture. Razed as part of the Capitol Hill redevelopment plan in the 1950s, its residents relocated to other parts of the city.",,600 James Robertson Parkway,36.1684922,-86.7852813,POINT (-86.7852813 36.1684922)
244,2022,Alice Thompson Collinsworth,"Alice Thompson (1777-1828) married Revolutionary War veteran Edward Collinsworth (1759-1816) in Dec. 1795, after spending two years as a captive at the Muscogee (Creek) tribal town Kialegee, in present-day Alabama. Alice and Edward reared seven children on land deeded to Alice by her brother John (c.1765-1791). Their son James (1802-1838) signed the Texas Declaration of Independence. Alice, Edward, daughter Parmelia and two more generations are buried at the nearby family cemetery.",,Mt. View Road at Crossing Boulevard,36.045806,-86.648542,POINT (-86.648542 36.045806)
81,1982,Cane Ridge Cumberland Presbyterian Church,"Cane Ridge Cumberland Presbyterian Church, built in 1859, replaced a log building which occupied land donated by Edwin Austin & Thomas Boaz in 1826. One of the best known pastors was Hugh Bone Hill who also preached at the Jerusalem Church in Rutherford County. Isaac Johnson, a Revolutionary War soldier, died 1839 & is buried in the church cemetery.",,"13411 Old Hickory Boulevard, Antioch",36.000678,-86.634034,POINT (-86.634034 36.000678)
111,2003,The Harpeth Hall School,"On Sept. 17, 1951, Harpeth Hall opened as an independent girls’ college preparatory school on the former P.M. Estes estate. Susan Souby headed the first school of 161 girls. Originating with Ward Seminary (1865-1913); Belmont College for Young Women (1890-1913); and the Ward Belmont School (1913-1951), Harpeth Hall continued Nashville’s tradition of superior single-gender education. Motto: Let us lift up the mind and spirit.",,3801 Hobbs Road,36.103352,-86.839309,POINT (-86.839309 36.103352)
228,2020,The Edgehill Community,"Established during and after the Civil War, Edgehill became a vibrant African American neighborhood in the 20th century, drawing residents through its schools, churches and thriving local economy. Edgehill was home to leaders in government, business, education and the arts. Residents played vital roles in the Civil Rights Movement, and their advocacy included opposition to the adverse effects of urban renewal on the neighborhood. Edgehill continues this resilient legacy today.",,1514 South Street,36.147935,-86.79088,POINT (-86.79088 36.147935)
200,2019,Josephine Groves Holloway 1898-1988,"Josephine Holloway graduated from Fisk Univ. with a degree in sociology in 1923. She worked at Bethlehem Center as a case worker, where she began organizing the first African-American Girl Scouts troops in Middle Tenn. In 1924 Holloway trained with Girl Scouts founder Juliette Gordon Low. From 1944-63 she worked as the GS Council’s first black professional. In 1951 her efforts were central to establishing Camp Holloway, in Millersville, Tenn., for African American girls.",,4522 Granny White Pike,36.089473,-86.802738,POINT (-86.802738 36.089473)
204,2019,Hillsboro High School,"Hillsboro High School was built in 1939 to serve rural students between Bellevue and Antioch.  It is named for Hillsboro Pike, which runs along the western boundary of the school property to the former town of Hillsboro in Williamson Co. In 1952, following a complete renovation, the school was destroyed by a fire. Edwin Keeble designed the current mid-century modern building in 1954. It was expanded in 1958 and the campus was renovated in 1995. The iconic clock was added in 1958.",,3812 Hillsboro Pike,,,
221,2020,Nashville Plan Schools/buena Vista,"In Brown v. Topeka (1954) and Brown II (1955) the U.S. Supreme Court ordered public schools nationwide to end racial segregation “with all deliberate speed.” Nashville failed to comply, resulting in the Kelley v. Board of Education case (1955) and the 1957 enactment of a grade-per-year plan starting at the first grade. In 1963, the Maxwell v. Davidson County (1960) case was merged with the Kelley case. In 1998, the court deemed the Metro school system to be desegregated.

The first Buena Vista School opened in 1888 and was demolished in 1936. Architects Marr & Holman designed this Jacobean-style school, opened in 1931. Three African American first grade students desegregated the school on Sept. 9, 1957. About 100 protesters surrounded the school, but all students and parents made it safely inside. Members of the Congress of Racial Equality (CORE) visited parents in the area, supporting those already enrolled and encouraging others to join them.",,1531 9th Avenue North,36.177928,-86.798332,POINT (-86.798332 36.177928)
126,2008,"Battle of Nashville (december 16, 1864) Assault on the Barricade","During the retreat from Nashville, Colonel Edmund Rucker’s brigade attempted to block the Union pursuit by erecting a barricade of fence rails and logs across Granny White Pike, 1/2 mile south of this spot. During the ensuing night attack by Union cavalry, fierce hand-to-hand fighting took place until the position finally was overrun around midnight, with Rucker wounded and then captured.",X,Granny White Pike at Richland Country Club,36.050964,-86.816416,POINT (-86.816416 36.050964)
